ID	Timestamp	Emitter	Resources	Buildups	Text	Annotation	Comment
28	20:33:57:910	Server	 		sparkles traded 2 sheep for 1 clay from a port.	 	 
29	20:33:59:839	Server	 		sparkles built a road.	 	 
30	20:34:08:199	Server	 		Tyrant Lord rolled a 1 and a 4.	 	 
31	20:34:08:201	Server	 		nelsen gets 1 ore, 1 sheep. sparkles gets 1 sheep.	 	 
32	20:34:24:459	Server	 		nelsen rolled a 5 and a 5.	 	 
33	20:34:24:460	Server	 		Tyrant Lord gets 1 sheep. nelsen gets 1 ore. sparkles gets 1 sheep.	 	 
34	20:34:35:643	Server	 		sparkles rolled a 5 and a 6.	 	 
35	20:34:35:644	Server	 		No player gets anything.	 	 
36	20:34:49:364	Server	 		sparkles traded 2 sheep for 1 clay from a port.	 	 
37	20:34:57:551	Server	 		sparkles built a settlement.	 	 
38	20:35:01:228	Server	 		Tyrant Lord rolled a 6 and a 1.	 	 
39	20:35:15:281	Server	 		nelsen rolled a 6 and a 6.	 	 
40	20:35:15:282	Server	 		No player gets anything.	 	 
41	20:35:21:466	Server	 		sparkles rolled a 5 and a 1.	 	 
42	20:35:21:467	Server	 		Tyrant Lord gets 1 ore.	 	 
43	20:35:27:578	Server	 		Tyrant Lord rolled a 6 and a 2.	 	 
44	20:35:27:579	Server	 		Tyrant Lord gets 1 wheat. nelsen gets 1 wheat. sparkles gets 1 wood.	 	 
45	20:35:39:641	Server	 		nelsen rolled a 3 and a 4.	 	 
46	20:35:59:792	Server	 		sparkles rolled a 5 and a 1.	 	 
47	20:35:59:793	Server	 		Tyrant Lord gets 1 ore.	 	 
48	20:36:05:438	Server	 		Tyrant Lord rolled a 1 and a 6.	 	 
49	20:36:23:395	Server	 		Tyrant Lord built a road.	 	 
50	20:36:26:739	Server	 		Tyrant Lord built a road.	 	 
51	20:36:35:117	Server	 		nelsen rolled a 6 and a 6.	 	 
52	20:36:35:119	Server	 		No player gets anything.	 	 
53	20:36:40:627	Server	 		sparkles rolled a 2 and a 1.	 	 
54	20:36:40:628	Server	 		sparkles gets 1 sheep.	 	 
55	20:36:46:579	Server	 		Tyrant Lord rolled a 3 and a 5.	 	 
56	20:36:46:580	Server	 		Tyrant Lord gets 1 wheat. nelsen gets 1 wheat. sparkles gets 1 wood.	 	 
57	20:36:56:311	Tyrant Lord	clay=1; ore=0; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[169,156; 156,172; 172,188]; settlements=[169,156]	anyone got any wood?	 	 
58	20:37:07:345	nelsen	clay=0; ore=2; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120]; settlements=[150,154]	sorry	 	 
59	20:37:10:975	sparkles	clay=0; ore=0; sheep=1; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	what do you have?	 	 
60	20:37:13:447	Tyrant Lord	clay=1; ore=0; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[169,156; 156,172; 172,188]; settlements=[169,156]	i have spare wheat	 	 
61	20:37:17:031	Tyrant Lord	clay=1; ore=0; sheep=1; wheat=2; wood=0; unknown=0; knights=0; dev-cards=1	roads=[169,156; 156,172; 172,188]; settlements=[169,156]	?	 	 
62	20:37:20:197	sparkles	clay=0; ore=0; sheep=1; wheat=0; wood=1; unknown=0; knights=0; dev-cards=0	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	sure	 	 
63	20:37:34:320	Server	 		Tyrant Lord made an offer to trade 1 wheat for 1 wood.	 	 
64	20:37:36:666	Server	 		Tyrant Lord traded 1 wheat for 1 wood from sparkles.	 	 
65	20:37:41:459	Tyrant Lord	clay=1; ore=0; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[169,156; 156,172; 172,188]; settlements=[169,156]	thanks#	 	 
66	20:37:48:376	sparkles	clay=0; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	np	 	 
67	20:37:51:084	Server	 		Tyrant Lord built a settlement.	 	 
68	20:37:59:914	Server	 		nelsen rolled a 4 and a 5.	 	 
69	20:37:59:915	Server	 		Tyrant Lord gets 1 clay. nelsen gets 1 clay. sparkles gets 1 sheep.	 	 
70	20:38:15:757	nelsen	clay=1; ore=2; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120]; settlements=[150,154]	anyone got a spare sheep? I have wheat or ore	 	 
71	20:38:23:007	Tyrant Lord	clay=1; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=0; dev-cards=1	roads=[169,156; 156,172; 172,188]; settlements=[169,156; 156,188]	nope sorry	 	 
72	20:38:23:668	sparkles	clay=0; ore=0; sheep=2; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	yes, ore please	 	 
73	20:38:28:112	sparkles	clay=0; ore=0; sheep=2; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	(of course)	 	 
74	20:38:35:567	Server	 		nelsen made an offer to trade 1 ore for 1 sheep.	 	 
75	20:38:37:707	Server	 		nelsen traded 1 ore for 1 sheep from sparkles.	 	 
76	20:38:40:799	nelsen	clay=1; ore=1; sheep=1; wheat=3; wood=1; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120]; settlements=[150,154]	thanks	 	 
77	20:38:44:254	Server	 		nelsen built a settlement.	 	 
78	20:38:44:461	sparkles	clay=0; ore=1; sheep=1; wheat=1; wood=0; unknown=0; knights=0; dev-cards=0	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	pleasure	 	 
79	20:38:49:305	Server	 		sparkles rolled a 1 and a 4.	 	 
80	20:38:49:306	Server	 		nelsen gets 1 ore.	 	 
81	20:38:58:487	Server	 		Tyrant Lord rolled a 1 and a 6.	 	 
82	20:39:25:949	Server	 		nelsen rolled a 6 and a 1.	 	 
83	20:39:53:943	Server	 		sparkles rolled a 6 and a 5.	 	 
84	20:39:53:944	Server	 		nelsen gets 1 wood. sparkles gets 1 clay.	 	 
85	20:40:01:914	Server	 		Tyrant Lord rolled a 2 and a 2.	 	 
86	20:40:01:915	Server	 		Tyrant Lord gets 1 wood. nelsen gets 1 wood. sparkles gets 2 wheat.	 	 
87	20:40:10:459	Server	 		nelsen rolled a 2 and a 2.	 	 
88	20:40:10:462	Server	 		Tyrant Lord gets 1 wood. nelsen gets 1 wood. sparkles gets 2 wheat.	 	 
89	20:40:18:138	Server	 		nelsen built a road.	 	 
90	20:40:26:505	Server	 		sparkles rolled a 2 and a 4.	 	 
91	20:40:26:507	Server	 		Tyrant Lord gets 1 ore. nelsen gets 1 wood.	 	 
92	20:40:36:407	Server	 		Tyrant Lord rolled a 5 and a 5.	 	 
93	20:40:36:409	Server	 		nelsen gets 1 ore.	 	 
94	20:40:49:841	Server	 		nelsen rolled a 3 and a 6.	 	 
95	20:40:49:843	Server	 		Tyrant Lord gets 1 clay. nelsen gets 1 clay. sparkles gets 1 sheep.	 	 
96	20:41:07:617	nelsen	clay=1; ore=2; sheep=0; wheat=2; wood=3; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166]; settlements=[150,154; 154,120]	will anyone give me a sheep for wood, ore or wheat?	 	 
97	20:41:19:456	Tyrant Lord	clay=1; ore=2; sheep=0; wheat=0; wood=2; unknown=0; knights=0; dev-cards=1	roads=[169,156; 156,172; 172,188]; settlements=[169,156; 156,188]	ore for wheat sure	 	 
98	20:41:19:493	sparkles	clay=1; ore=0; sheep=1; wheat=4; wood=0; unknown=0; knights=0; dev-cards=1	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	sheep for ore :)	 	 
99	20:41:27:289	Server	 		nelsen made an offer to trade 1 ore for 1 sheep.	 	 
100	20:41:28:834	Server	 		nelsen traded 1 ore for 1 sheep from sparkles.	 	 
101	20:41:34:128	Server	 		nelsen built a settlement.	 	 
102	20:41:39:196	Server	 		sparkles rolled a 4 and a 1.	 	 
103	20:41:39:198	Server	 		nelsen gets 2 ore, 2 sheep. sparkles gets 1 sheep.	 	 
104	20:42:00:346	Server	 		Tyrant Lord rolled a 3 and a 2.	 	 
105	20:42:00:348	Server	 		nelsen gets 2 ore, 2 sheep. sparkles gets 1 sheep.	 	 
106	20:42:14:940	Server	 		Tyrant Lord built a road.	 	 
107	20:42:19:526	Server	 		nelsen rolled a 5 and a 2.	 	 
108	20:42:48:855	nelsen	clay=0; ore=3; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166]; settlements=[150,154; 154,120; 120,182]	ouch	 	 
109	20:42:52:954	sparkles	clay=1; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=0; dev-cards=2	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	:D	 	 
110	20:42:59:892	sparkles	clay=1; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=0; dev-cards=2	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	*schadenfreude*	 	 
111	20:43:22:851	nelsen	clay=0; ore=4; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166]; settlements=[150,154; 154,120; 120,182]	will anyone give me a wheat for ore?	 	 
112	20:43:31:968	Tyrant Lord	clay=0; ore=1; sheep=0; wheat=0; wood=1; unknown=0; knights=0; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188]	none sorry	 	 
113	20:43:37:137	sparkles	clay=1; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=0; dev-cards=2	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	...	 	 
114	20:43:44:935	sparkles	clay=1; ore=0; sheep=1; wheat=3; wood=0; unknown=0; knights=0; dev-cards=2	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	I feel like im enabling your victory, but yes	 	 
115	20:43:48:892	nelsen	clay=0; ore=4; sheep=1; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166]; settlements=[150,154; 154,120; 120,182]	hehe	 	 
116	20:43:55:417	Server	 		nelsen made an offer to trade 1 ore for 1 wheat.	 	 
117	20:43:57:404	Server	 		nelsen traded 1 ore for 1 wheat from sparkles.	 	 
118	20:44:03:575	Server	 		nelsen built a city.	 	 
119	20:44:11:043	Server	 		sparkles rolled a 3 and a 3.	 	 
120	20:44:11:045	Server	 		nelsen gets 1 wood.	 	 
121	20:44:20:363	Server	 		Tyrant Lord rolled a 6 and a 6.	 	 
122	20:44:20:365	Server	 		No player gets anything.	 	 
123	20:44:27:080	Server	 		nelsen rolled a 2 and a 1.	 	 
124	20:44:27:081	Server	 		Tyrant Lord gets 1 wheat. sparkles gets 1 sheep.	 	 
125	20:44:32:853	Server	 		sparkles rolled a 2 and a 6.	 	 
126	20:44:32:856	Server	 		Tyrant Lord gets 2 wheat. nelsen gets 1 wheat. sparkles gets 1 wood.	 	 
127	20:44:40:314	Server	 		Tyrant Lord rolled a 4 and a 1.	 	 
128	20:44:40:315	Server	 		nelsen gets 3 ore, 2 sheep. sparkles gets 1 sheep.	 	 
129	20:45:05:313	Tyrant Lord	clay=0; ore=1; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188]	my wheat for sheep/clay anyone?	 	 
130	20:45:12:120	nelsen	clay=0; ore=3; sheep=3; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166]; settlements=[154,120; 120,182]	yup	 	 
131	20:45:18:091	nelsen	clay=0; ore=3; sheep=3; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166]; settlements=[154,120; 120,182]	I got sheep	 	 
132	20:45:19:093	sparkles	clay=1; ore=0; sheep=2; wheat=1; wood=1; unknown=0; knights=0; dev-cards=3	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	nope	 	 
133	20:45:25:238	Tyrant Lord	clay=0; ore=1; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188]	cool which or both?	 	 
134	20:45:40:744	nelsen	clay=0; ore=3; sheep=3; wheat=1; wood=2; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166]; settlements=[154,120; 120,182]	your wheat for my sheep, just the one	 	 
135	20:45:50:259	Server	 		Tyrant Lord made an offer to trade 1 wheat for 1 sheep.	 	 
136	20:45:57:527	sparkles	clay=1; ore=0; sheep=2; wheat=1; wood=1; unknown=0; knights=0; dev-cards=3	roads=[105,67; 67,68]; settlements=[122,67; 67,69]	:)	 	 
137	20:46:02:860	Tyrant Lord	clay=0; ore=1; sheep=0; wheat=3; wood=1; unknown=0; knights=0; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188]	my bad	 	 
138	20:46:08:323	Server	 		Tyrant Lord made an offer to trade 1 wheat for 1 sheep.	 	 
139	20:46:12:411	Server	 		Tyrant Lord traded 1 wheat for 1 sheep from nelsen.	 	 
140	20:46:15:763	nelsen	clay=0; ore=3; sheep=2; wheat=2; wood=2; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166]; settlements=[154,120; 120,182]	thanks	 	 
141	20:46:22:651	Server	 		nelsen rolled a 4 and a 2.	 	 
142	20:46:22:652	Server	 		nelsen gets 1 wood.	 	 
143	20:46:34:425	Server	 		nelsen built a city.	 	 
144	20:46:56:613	Tyrant Lord	clay=0; ore=1; sheep=1; wheat=2; wood=1; unknown=0; knights=0; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188]	oops lol	 	 
145	20:47:03:568	Server	 		sparkles rolled a 6 and a 6.	 	 
146	20:47:03:569	Server	 		No player gets anything.	 	 
147	20:47:11:788	nelsen	clay=0; ore=0; sheep=2; wheat=0; wood=2; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166]; settlements=[120,182]; cities=[150,154]	:)	 	 
148	20:47:12:887	Server	 		sparkles built a road.	 	 
149	20:47:19:449	sparkles	clay=0; ore=0; sheep=2; wheat=1; wood=1; unknown=0; knights=1; dev-cards=2	roads=[105,67; 67,68; 68,88]; settlements=[122,67; 67,69]	*shakes fist* :p	 	 
150	20:47:38:150	sparkles	clay=0; ore=0; sheep=2; wheat=1; wood=1; unknown=0; knights=1; dev-cards=2	roads=[105,67; 67,68; 68,88]; settlements=[122,67; 67,69]	my sheep for your clay, anyone?	 	 
151	20:47:44:798	nelsen	clay=0; ore=0; sheep=2; wheat=0; wood=2; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166]; settlements=[120,182]; cities=[150,154]	no clay, sorry	 	 
152	20:47:50:039	Tyrant Lord	clay=0; ore=1; sheep=1; wheat=2; wood=1; unknown=0; knights=0; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188]	got none :(	 	 
153	20:47:52:642	sparkles	clay=0; ore=0; sheep=2; wheat=1; wood=1; unknown=0; knights=1; dev-cards=2	roads=[105,67; 67,68; 68,88]; settlements=[122,67; 67,69]	:(	 	 
154	20:47:57:264	Server	 		Tyrant Lord rolled a 2 and a 5.	 	 
155	20:48:21:653	Server	 		nelsen rolled a 1 and a 6.	 	 
156	20:48:46:827	Server	 		sparkles rolled a 5 and a 6.	 	 
157	20:48:46:828	Server	 		nelsen gets 1 wood. sparkles gets 1 clay.	 	 
158	20:48:52:067	Server	 		sparkles built a settlement.	 	 
159	20:49:00:522	Server	 		Tyrant Lord rolled a 4 and a 5.	 	 
160	20:49:00:524	Server	 		Tyrant Lord gets 1 clay. nelsen gets 2 clay. sparkles gets 2 sheep.	 	 
161	20:49:26:457	Tyrant Lord	clay=2; ore=0; sheep=1; wheat=1; wood=0; unknown=0; knights=1; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188]	clay for wood anyone?	 	 
162	20:49:33:206	sparkles	clay=0; ore=0; sheep=3; wheat=0; wood=1; unknown=0; knights=2; dev-cards=1	roads=[105,67; 67,68; 68,88]; settlements=[122,67; 67,69; 69,88]	yes	 	 
163	20:49:34:450	nelsen	clay=1; ore=0; sheep=1; wheat=0; wood=3; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166]; settlements=[120,182]; cities=[150,154]	sorry	 	 
164	20:49:44:992	Server	 		Tyrant Lord made an offer to trade 1 clay for 1 wood.	 	 
165	20:49:47:320	Server	 		Tyrant Lord traded 1 clay for 1 wood from sparkles.	 	 
166	20:49:51:837	Server	 		Tyrant Lord built a settlement.	 	 
167	20:50:09:472	Tyrant Lord	clay=0; ore=0; sheep=0; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188; 188,203]	cheers	 	 
168	20:50:12:537	Server	 		nelsen rolled a 6 and a 4.	 	 
169	20:50:12:539	Server	 		Tyrant Lord gets 1 sheep. nelsen gets 2 ore. sparkles gets 1 sheep.	 	 
170	20:50:24:463	Server	 		nelsen built a road.	 	 
171	20:50:31:621	Server	 		sparkles rolled a 2 and a 5.	 	 
172	20:50:46:238	sparkles	clay=1; ore=1; sheep=4; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[105,67; 67,68; 68,88]; settlements=[122,67; 67,69; 69,88]	sheep for wheat anyone?	 	 
173	20:50:54:917	Tyrant Lord	clay=0; ore=0; sheep=1; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188; 188,203]	no sorry	 	 
174	20:51:02:513	nelsen	clay=0; ore=1; sheep=1; wheat=0; wood=2; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166; 166,134]; settlements=[120,182]; cities=[150,154]	sorry	 	 
175	20:51:09:134	sparkles	clay=1; ore=1; sheep=4; wheat=0; wood=0; unknown=0; knights=2; dev-cards=1	roads=[105,67; 67,68; 68,88]; settlements=[122,67; 67,69; 69,88]	fair	 	 
176	20:51:16:553	Server	 		sparkles traded 4 sheep for 2 ore from a port.	 	 
177	20:51:22:102	Server	 		Tyrant Lord rolled a 5 and a 1.	 	 
178	20:51:22:103	Server	 		Tyrant Lord gets 2 ore. nelsen gets 1 wood. sparkles gets 1 wood.	 	 
179	20:51:32:229	Server	 		nelsen rolled a 6 and a 1.	 	 
180	20:51:41:281	sparkles	clay=1; ore=3; sheep=0; wheat=0; wood=1; unknown=0; knights=2; dev-cards=1	roads=[105,67; 67,68; 68,88]; settlements=[122,67; 67,69; 69,88]	HOW MANY 7S	 	 
181	20:51:55:080	Tyrant Lord	clay=0; ore=2; sheep=1; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188; 188,203]	hehe	 	 
182	20:52:00:307	Server	 		nelsen built a road.	 	 
183	20:52:06:753	Server	 		sparkles rolled a 3 and a 6.	 	 
184	20:52:06:754	Server	 		Tyrant Lord gets 1 clay. nelsen gets 2 clay. sparkles gets 2 sheep.	 	 
185	20:52:19:001	sparkles	clay=0; ore=3; sheep=2; wheat=0; wood=1; unknown=0; knights=2; dev-cards=1	roads=[105,67; 67,68; 68,88]; settlements=[122,67; 67,69; 69,88]	sheep or wood for wheat anyone?	 	 
186	20:52:29:812	Tyrant Lord	clay=1; ore=2; sheep=1; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188; 188,203]	which way?	 	 
187	20:52:37:690	sparkles	clay=0; ore=3; sheep=2; wheat=0; wood=1; unknown=0; knights=2; dev-cards=1	roads=[105,67; 67,68; 68,88]; settlements=[122,67; 67,69; 69,88]	my wood, you r wheat ideally	 	 
188	20:52:43:922	nelsen	clay=2; ore=1; sheep=1; wheat=0; wood=2; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166; 166,134; 134,118]; settlements=[120,182]; cities=[150,154]	no can do, sorry	 	 
189	20:52:54:623	Tyrant Lord	clay=1; ore=2; sheep=1; wheat=0; wood=0; unknown=0; knights=1; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188; 188,203]	none here :(	 	 
190	20:53:02:331	sparkles	clay=0; ore=3; sheep=2; wheat=0; wood=1; unknown=0; knights=2; dev-cards=1	roads=[105,67; 67,68; 68,88]; settlements=[122,67; 67,69; 69,88]	cheers anyway :)	 	 
191	20:53:08:475	Server	 		sparkles traded 2 sheep for 1 wheat from a port.	 	 
192	20:53:10:853	Server	 		Tyrant Lord rolled a 6 and a 2.	 	 
193	20:53:10:854	Server	 		Tyrant Lord gets 2 wheat. nelsen gets 2 wheat. sparkles gets 1 wood.	 	 
194	20:53:38:735	Tyrant Lord	clay=1; ore=2; sheep=1; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188; 188,203]	anyone want clay or sheep for their ore?	 	 
195	20:53:49:903	sparkles	clay=0; ore=3; sheep=0; wheat=1; wood=2; unknown=0; knights=2; dev-cards=1	roads=[105,67; 67,68; 68,88]; settlements=[122,67; 67,69; 69,88]	NEVER :)	 	 
196	20:53:54:537	nelsen	clay=2; ore=1; sheep=1; wheat=2; wood=2; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166; 166,134; 134,118]; settlements=[120,182]; cities=[150,154]	nope :)	 	 
197	20:54:06:861	Server	 		nelsen rolled a 3 and a 6.	 	 
198	20:54:06:863	Server	 		Tyrant Lord gets 1 clay. nelsen gets 2 clay. sparkles gets 2 sheep.	 	 
199	20:54:12:431	Tyrant Lord	clay=2; ore=2; sheep=1; wheat=2; wood=0; unknown=0; knights=1; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188; 188,203]	fair enough	 	 
200	20:54:14:438	Server	 		nelsen built a settlement.	 	 
201	20:54:18:847	Server	 		nelsen built a road.	 	 
202	20:54:25:720	Server	 		sparkles rolled a 3 and a 5.	 	 
203	20:54:25:721	Server	 		Tyrant Lord gets 2 wheat. nelsen gets 2 wheat. sparkles gets 1 wood.	 	 
204	20:54:37:661	Server	 		sparkles traded 2 sheep for 1 wheat from a port.	 	 
205	20:54:42:897	Server	 		sparkles built a city.	 	 
206	20:54:50:140	Server	 		Tyrant Lord rolled a 4 and a 6.	 	 
207	20:54:50:141	Server	 		nelsen gets 3 ore.	 	 
208	20:55:06:852	Server	 		nelsen rolled a 5 and a 1.	 	 
209	20:55:06:854	Server	 		Tyrant Lord gets 2 ore. nelsen gets 1 wood. sparkles gets 1 wood.	 	 
210	20:55:14:460	Server	 		nelsen built a city.	 	 
211	20:55:18:735	nelsen	clay=2; ore=1; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166; 166,134; 134,118; 118,102]; settlements=[182,118]; cities=[150,154; 154,120]	yarrr	 	 
212	20:55:21:424	sparkles	clay=0; ore=0; sheep=0; wheat=0; wood=4; unknown=0; knights=2; dev-cards=1	roads=[105,67; 67,68; 68,88]; settlements=[67,69; 69,88]	very well played	 	 
213	20:55:22:471	nelsen	clay=2; ore=1; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166; 166,134; 134,118; 118,102]; settlements=[182,118]; cities=[150,154; 154,120]	good game guys	 	 
214	20:55:27:949	Tyrant Lord	clay=2; ore=4; sheep=1; wheat=4; wood=0; unknown=0; knights=1; dev-cards=1	roads=[169,156; 156,172; 172,188; 188,186]; settlements=[169,156; 156,188; 188,203]	ouch well played	 	 
215	20:55:28:424	sparkles	clay=0; ore=0; sheep=0; wheat=0; wood=4; unknown=0; knights=2; dev-cards=1	roads=[105,67; 67,68; 68,88]; settlements=[67,69; 69,88]	to the pub!	 	 
216	20:55:32:310	nelsen	clay=2; ore=1; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166; 166,134; 134,118; 118,102]; settlements=[182,118]; cities=[150,154; 154,120]	have fun :)	 	 
217	20:55:35:585	nelsen	clay=2; ore=1; sheep=0; wheat=1; wood=1; unknown=0; knights=0; dev-cards=1	roads=[150,137; 137,120; 120,166; 166,134; 134,118; 118,102]; settlements=[182,118]; cities=[150,154; 154,120]	see you next time	 	 
